tree_id,path,context,story_block_1,previous_action_1,story_block_2,previous_action_2
apoc_seed1,0000311,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"There is no more food around, and you start feeling hungry.",Yell and hope someone is around,The silence from the darkness is deafening.,Sit down and consider the options.
apoc_seed1,0001000,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You hear running water nearby.  You walk around the area and find a small creek.,Drink the water.,"finally found water, should take some water next time",Look for a container to hold water.
apoc_seed1,0001001,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You hear running water nearby.  You walk around the area and find a small creek.,Drink the water.,"finally found water, should take some water next time",Pee in the creek.
apoc_seed1,0001010,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You hear running water nearby.  You walk around the area and find a small creek.,Take a bath in the creek.,Swimming in the creek feels amazing. It is the first time in days that you don't feel like you are on fire.,Create a fishing pole with nearby materials and catch some lunch.
apoc_seed1,0001011,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You hear running water nearby.  You walk around the area and find a small creek.,Take a bath in the creek.,Swimming in the creek feels amazing. It is the first time in days that you don't feel like you are on fire.,Wash clothes and supplies in the fresh water.
apoc_seed1,0001100,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You see a building in the distance.  You continue walking and see a sign in front of it.  Luckily it is a supermarket.  You hope that you will find something to drink there.,Go inside.,"The entire supermarket is ransacked, scavenged by wild dogs and other creatures.",Go back outside.
apoc_seed1,0001101,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You see a building in the distance.  You continue walking and see a sign in front of it.  Luckily it is a supermarket.  You hope that you will find something to drink there.,Go inside.,"The entire supermarket is ransacked, scavenged by wild dogs and other creatures.",Look for locked doors.
apoc_seed1,0001110,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You see a building in the distance.  You continue walking and see a sign in front of it.  Luckily it is a supermarket.  You hope that you will find something to drink there.,Look around to see if anyone's watching.,"As you head towards the building you check for others with the same idea.  At this point, competition might become violent, but your quick, thirst-distracted search shows no one.",Enter the supermarket through the main entrance.
apoc_seed1,0001111,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You see a building in the distance.  You continue walking and see a sign in front of it.  Luckily it is a supermarket.  You hope that you will find something to drink there.,Look around to see if anyone's watching.,"As you head towards the building you check for others with the same idea.  At this point, competition might become violent, but your quick, thirst-distracted search shows no one.",Go to the back of the supermarket.
apoc_seed1,0001200,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You know it recently rained. You look outside to see if there are any containers that might have rainwater in them.,drink from an old bucket,"The water has a nasty oily flavor to it, but helps to assauge your thirst. But you need more water, and soon.",Pour some water from the bucket into your water bottle.
apoc_seed1,0001201,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You know it recently rained. You look outside to see if there are any containers that might have rainwater in them.,drink from an old bucket,"The water has a nasty oily flavor to it, but helps to assauge your thirst. But you need more water, and soon.",Take two empty buckets to the river to fill them with fresh water.
apoc_seed1,0001210,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You know it recently rained. You look outside to see if there are any containers that might have rainwater in them.,find water in a gutter,"You notice a house with leaves overflowing its gutter. After the recent rain, you know water should still be up there, so you start to climb up the nearby tree.",Clear the gutter of leaves after placing a container under the gutter to collect water.
apoc_seed1,0001211,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You know it recently rained. You look outside to see if there are any containers that might have rainwater in them.,find water in a gutter,"You notice a house with leaves overflowing its gutter. After the recent rain, you know water should still be up there, so you start to climb up the nearby tree.",Drink water straight from the gutter.
apoc_seed1,0001300,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You walk around trying to find pools of water.  Eventually, you find a small puddle of water.  You kneel next to it and take a sip.",Fill your canteen.,"The water tastes horrible, and you feel like throwing up.",light a fire to sterilize contaminated canteen
apoc_seed1,0001301,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You walk around trying to find pools of water.  Eventually, you find a small puddle of water.  You kneel next to it and take a sip.",Fill your canteen.,"The water tastes horrible, and you feel like throwing up.",see a canteen and hope it is clean.
apoc_seed1,0001310,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You walk around trying to find pools of water.  Eventually, you find a small puddle of water.  You kneel next to it and take a sip.",Wash your body.,Your skin begins to burn and you realize the water was contaminated.,Throw up the water you drank a minute ago
apoc_seed1,0001311,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You walk around trying to find pools of water.  Eventually, you find a small puddle of water.  You kneel next to it and take a sip.",Wash your body.,Your skin begins to burn and you realize the water was contaminated.,Use what you can from your clothes and wipe off as much of the water as you can off your body
apoc_seed1,0002000,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You find there is a bottle under the seat, but it is not a water bottle.  It is Jack Daniels and is only half full.",take a swig of Jack Daniels,"After drinking the rest of the bottle, still in pain, I decide to rest to continue the journey.",Start daydreaming while you walk.
apoc_seed1,0002001,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You find there is a bottle under the seat, but it is not a water bottle.  It is Jack Daniels and is only half full.",take a swig of Jack Daniels,"After drinking the rest of the bottle, still in pain, I decide to rest to continue the journey.",Go to your local Alcohol Anonymous meetings.
apoc_seed1,0002010,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You find there is a bottle under the seat, but it is not a water bottle.  It is Jack Daniels and is only half full.",save the alcohol for a future antiseptic,I nick my knee on a metal post and disinfect it with the saved alcohol.,Find something to wrap your wound with.
apoc_seed1,0002011,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You find there is a bottle under the seat, but it is not a water bottle.  It is Jack Daniels and is only half full.",save the alcohol for a future antiseptic,I nick my knee on a metal post and disinfect it with the saved alcohol.,Put the rest of the Jack Daniels back in your bag.
apoc_seed1,0002100,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,There is a moldy coffee cup below the register and money in the till.,Leave the money and look for clothing,money has no value in this situation,Keep the money as fire fodder.
apoc_seed1,0002101,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,There is a moldy coffee cup below the register and money in the till.,Leave the money and look for clothing,money has no value in this situation,Throw the coffee cup against the wall in anger.
apoc_seed1,0002110,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,There is a moldy coffee cup below the register and money in the till.,Try on different clothing and shoes,new clothes but still a lot to discover,stay and explore
apoc_seed1,0002111,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,There is a moldy coffee cup below the register and money in the till.,Try on different clothing and shoes,new clothes but still a lot to discover,be satisfied with what was has been  found and leave
apoc_seed1,0002200,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,The engine starts with a roar: the car is still working!,Drive the car,a tire bursts,Pull over and inspect the burst tire.
apoc_seed1,0002201,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,The engine starts with a roar: the car is still working!,Drive the car,a tire bursts,Check the trunk for a spare tire.
apoc_seed1,0002210,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,The engine starts with a roar: the car is still working!,Check the fuel level of the car,"In the summer of last year, I was driving towards Paris and it seemed I was distracted because I did not sleep enough and at one moment I found myself in a serious traffic accident. The car overturned and rolled several times. I had several fractures in my legs and my hands are good. Myself surrounded by my wife and children, despite all that hit me I was grateful that I am still alive",Pay attention to the road ahead.
apoc_seed1,0002211,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,The engine starts with a roar: the car is still working!,Check the fuel level of the car,"In the summer of last year, I was driving towards Paris and it seemed I was distracted because I did not sleep enough and at one moment I found myself in a serious traffic accident. The car overturned and rolled several times. I had several fractures in my legs and my hands are good. Myself surrounded by my wife and children, despite all that hit me I was grateful that I am still alive",Look for a road map.
apoc_seed1,0002300,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You start feeling warmer with that makeshift blanket: that might do, for the night.",Check for gas,"The car still has half a tank, enough to turn on the heating for the night to further warm you up.",Decide to conserve the gas and only turn on the heat if it becomes too cold to survive with just the blanket.
apoc_seed1,0002301,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You start feeling warmer with that makeshift blanket: that might do, for the night.",Check for gas,"The car still has half a tank, enough to turn on the heating for the night to further warm you up.",Use the car to drive to another location that may offer more shelter or ways to keep warm.
apoc_seed1,0002310,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You start feeling warmer with that makeshift blanket: that might do, for the night.",Lock car and sleep to regain strength,"Feeling more secure and warm, you nestle into the hole in the cushion of the car seat you stripped, and start to dream of your old life.",Wake up and check your surroundings.
apoc_seed1,0002311,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You start feeling warmer with that makeshift blanket: that might do, for the night.",Lock car and sleep to regain strength,"Feeling more secure and warm, you nestle into the hole in the cushion of the car seat you stripped, and start to dream of your old life.",Wake up in the night to ensure you're alone and safe.
apoc_seed1,0003000,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You are now protected against anyone who would try and do you harm, you step out into the street to search the supermarket next door",Look around to see if anyone is watching,You see eyes in the window across the street.  You lift your gun higher to hopefully scare them off before entering the supermarket.  You don't want competition.,Enter the supermarket.
apoc_seed1,0003001,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You are now protected against anyone who would try and do you harm, you step out into the street to search the supermarket next door",Look around to see if anyone is watching,You see eyes in the window across the street.  You lift your gun higher to hopefully scare them off before entering the supermarket.  You don't want competition.,Fire off a warning shot.
apoc_seed1,0003010,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You are now protected against anyone who would try and do you harm, you step out into the street to search the supermarket next door",Make sure gun is loaded,Search the supermarket for supplies. clear the store of any threats.,Search for a safe place to hideout.
apoc_seed1,0003011,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You are now protected against anyone who would try and do you harm, you step out into the street to search the supermarket next door",Make sure gun is loaded,Search the supermarket for supplies. clear the store of any threats.,Search the liquor store next door in case of future injuries.
apoc_seed1,0003100,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"Too your luck, you find a store a couple blocks away that has non perishable items in it.",go into store and pack as many cans as you can,"Lucky you, you find Bottled Water Packages, way too many of them.",Take what you can and come back later.
apoc_seed1,0003101,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"Too your luck, you find a store a couple blocks away that has non perishable items in it.",go into store and pack as many cans as you can,"Lucky you, you find Bottled Water Packages, way too many of them.",Drink as much water as you can.
apoc_seed1,0003110,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"Too your luck, you find a store a couple blocks away that has non perishable items in it.",Search fro something to carry back food,You find 5 can of BBQ beans. Beans have always been your favorite ever since your mom made them for you as a child.,there are also cans of fruit
apoc_seed1,0003111,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"Too your luck, you find a store a couple blocks away that has non perishable items in it.",Search fro something to carry back food,You find 5 can of BBQ beans. Beans have always been your favorite ever since your mom made them for you as a child.,no room in backpack for more.
apoc_seed1,0003200,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You bypass the firearms thinking of possible ammo shortages later on. Instead you choose a crossbow.,Go inside store and see if there are bows and arrows,"Towards the back, you see a picture of a crossbow on the wall.  Full of hope you head towards the aisle you think might have bows and arrows.",there are arrows on the floor but  do not pick them up
apoc_seed1,0003201,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You bypass the firearms thinking of possible ammo shortages later on. Instead you choose a crossbow.,Go inside store and see if there are bows and arrows,"Towards the back, you see a picture of a crossbow on the wall.  Full of hope you head towards the aisle you think might have bows and arrows.",pick up the arrows that are scattered all around the store.
apoc_seed1,0003202,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You bypass the firearms thinking of possible ammo shortages later on. Instead you choose a crossbow.,Go inside store and see if there are bows and arrows,"Towards the back, you see a picture of a crossbow on the wall.  Full of hope you head towards the aisle you think might have bows and arrows.",scan aisle to find crossbow
apoc_seed1,0003203,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You bypass the firearms thinking of possible ammo shortages later on. Instead you choose a crossbow.,Go inside store and see if there are bows and arrows,"Towards the back, you see a picture of a crossbow on the wall.  Full of hope you head towards the aisle you think might have bows and arrows.",walk quietly toward aisle without making noise
apoc_seed1,0003210,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You bypass the firearms thinking of possible ammo shortages later on. Instead you choose a crossbow.,"Go inside store, grab crossbow and try hunting",You search for something to kill for food but there is no sign of life.,Pull out some of your precious food to use as bait.
apoc_seed1,0003211,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You bypass the firearms thinking of possible ammo shortages later on. Instead you choose a crossbow.,"Go inside store, grab crossbow and try hunting",You search for something to kill for food but there is no sign of life.,Eat your rations you found earlier.
apoc_seed1,0003300,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You open a desk drawer and find snacks stored away.  Hopefully they aren't stale.  You take them with you in case you find nothing else.,Hold on to the snacks,You put the snacks in your backpack and close it.,close the drawer
apoc_seed1,0003301,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You open a desk drawer and find snacks stored away.  Hopefully they aren't stale.  You take them with you in case you find nothing else.,Hold on to the snacks,You put the snacks in your backpack and close it.,see what else is in the drawer
apoc_seed1,0003310,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You open a desk drawer and find snacks stored away.  Hopefully they aren't stale.  You take them with you in case you find nothing else.,Grab some guns and ammo to kill food,"After getting weapons and groceries, I'm looking for a car or something to look for more survivors.",Find a run down car in the next field over.
apoc_seed1,0003311,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You open a desk drawer and find snacks stored away.  Hopefully they aren't stale.  You take them with you in case you find nothing else.,Grab some guns and ammo to kill food,"After getting weapons and groceries, I'm looking for a car or something to look for more survivors.",Begin walking further out of town to look for a car.
apoc_seed3,0000000,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,There are boxes on shelves on the wall.  You check them for supplies and eventually come across a tote full of blankets.  You take one of the blankets out of the tote.,Wrap it around yourself.,You are starting to feel warm again. You can feel your fingers.,Count your fingers just for fun.
apoc_seed3,0000001,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,There are boxes on shelves on the wall.  You check them for supplies and eventually come across a tote full of blankets.  You take one of the blankets out of the tote.,Wrap it around yourself.,You are starting to feel warm again. You can feel your fingers.,Turn the boxes into shoes.
apoc_seed3,0000010,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,There are boxes on shelves on the wall.  You check them for supplies and eventually come across a tote full of blankets.  You take one of the blankets out of the tote.,Stuff it in your bag.,Your bag is now too full to hold anything else so you remove the other contents so all you are carrying is the blanket. You look around for something to use as a second bag.,Make a rucksack out of a dirty blanket.
apoc_seed3,0000011,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,There are boxes on shelves on the wall.  You check them for supplies and eventually come across a tote full of blankets.  You take one of the blankets out of the tote.,Stuff it in your bag.,Your bag is now too full to hold anything else so you remove the other contents so all you are carrying is the blanket. You look around for something to use as a second bag.,Create a backpack out of the cardboard box.
apoc_seed3,0000100,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"The water is freezing cold, but at least it helps you recover from the shock of being so brutally attacked.",Dry off and build a fire.,The fire comforts you for a brief moment.,Watch as the fire comes to life and begins to chase you.
apoc_seed3,0000101,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"The water is freezing cold, but at least it helps you recover from the shock of being so brutally attacked.",Dry off and build a fire.,The fire comforts you for a brief moment.,Fall asleep by the fire.
apoc_seed3,0000102,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"The water is freezing cold, but at least it helps you recover from the shock of being so brutally attacked.",Dry off and build a fire.,The fire comforts you for a brief moment.,i go to the store
apoc_seed3,0000103,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"The water is freezing cold, but at least it helps you recover from the shock of being so brutally attacked.",Dry off and build a fire.,The fire comforts you for a brief moment.,go to the store
apoc_seed3,0000110,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"The water is freezing cold, but at least it helps you recover from the shock of being so brutally attacked.",Dry off and keep moving.,It is starting to get dark. You must find shelter soon. As you come up over the hill you see a cave. Looks like a good place for shelter.,Walk into the cave.
apoc_seed3,0000111,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"The water is freezing cold, but at least it helps you recover from the shock of being so brutally attacked.",Dry off and keep moving.,It is starting to get dark. You must find shelter soon. As you come up over the hill you see a cave. Looks like a good place for shelter.,"Keep walking, leave the cave behind."
apoc_seed3,0000200,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"There's a small river on your left, running along the road. On your right you can see a huge building a couple of miles away.",Stop to take a closer look at the river bank.,"There must be animals near the river, looking for water, so you sit quietly near the bank in the hopes of fresh meat.",Find something to use as a weapon.
apoc_seed3,0000201,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"There's a small river on your left, running along the road. On your right you can see a huge building a couple of miles away.",Stop to take a closer look at the river bank.,"There must be animals near the river, looking for water, so you sit quietly near the bank in the hopes of fresh meat.",Refill your water bottle from the river.
apoc_seed3,0000210,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"There's a small river on your left, running along the road. On your right you can see a huge building a couple of miles away.",Pass by the river and head for the huge building.,"You need water, but the river is probably contaminated.  You decide to search for bottled water in what looks like an office building ahead.",Stand outside the building with raised hands.
apoc_seed3,0000211,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"There's a small river on your left, running along the road. On your right you can see a huge building a couple of miles away.",Pass by the river and head for the huge building.,"You need water, but the river is probably contaminated.  You decide to search for bottled water in what looks like an office building ahead.","Stand outside the building and yell ""Is anyone in there?"""
apoc_seed3,0000300,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,There is no response and no sound except the sound of the wind blowing.,Try and get back up.,"You manage to get up, but you feel faint.",Feel the back of your head to see if you're bleeding.
apoc_seed3,0000301,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,There is no response and no sound except the sound of the wind blowing.,Try and get back up.,"You manage to get up, but you feel faint.",Look around to see what attacked you.
apoc_seed3,0000310,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,There is no response and no sound except the sound of the wind blowing.,Start crying.,A dirty and emaciated dog appears in answer to your cries.,Scratch behind it ears.
apoc_seed3,0000311,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,There is no response and no sound except the sound of the wind blowing.,Start crying.,A dirty and emaciated dog appears in answer to your cries.,Follow the dog to water and food.
apoc_seed3,0001000,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You take the gun and aim it.  You recognize the person that is walking in, so you put the gun down.",Ask what their business is,"You tell them that this is your place, and there isn't much to share.  You ask if they plan to stay, while glancing at your gun.",Wait for their answer.
apoc_seed3,0001001,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You take the gun and aim it.  You recognize the person that is walking in, so you put the gun down.",Ask what their business is,"You tell them that this is your place, and there isn't much to share.  You ask if they plan to stay, while glancing at your gun.",Put the gun back into the holster.
apoc_seed3,0001010,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You take the gun and aim it.  You recognize the person that is walking in, so you put the gun down.",Ask what supplies they have,"The grizzled trader does not have much to offer. Except, he says, with a wily smile, for an old map that you might be interested in. Not just any map, but one that might lead to a major survival cache, if you survive the trip.",Ask how much the map is
apoc_seed3,0001011,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You take the gun and aim it.  You recognize the person that is walking in, so you put the gun down.",Ask what supplies they have,"The grizzled trader does not have much to offer. Except, he says, with a wily smile, for an old map that you might be interested in. Not just any map, but one that might lead to a major survival cache, if you survive the trip.",Take out your gun and threaten the trader
apoc_seed3,0001100,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You listen, but no one answers.  You look around to see if there is a place for you to hide.",Hide and wait to see what the person does.,"The person finds you, runs up to you and hits you on the head with the lantern.",Pass out.
apoc_seed3,0001101,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You listen, but no one answers.  You look around to see if there is a place for you to hide.",Hide and wait to see what the person does.,"The person finds you, runs up to you and hits you on the head with the lantern.",Scream in anger and fight back.
apoc_seed3,0001110,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You listen, but no one answers.  You look around to see if there is a place for you to hide.","yell ""I'm armed! Don't come any closer!""","You chamber one the precious 5.56 rounds into your scarred but reliable rifle. You don't want to shoot if you don't have to, and try one more time to get a response.",yell again aiming the shotgun where the noise came from
apoc_seed3,0001111,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You listen, but no one answers.  You look around to see if there is a place for you to hide.","yell ""I'm armed! Don't come any closer!""","You chamber one the precious 5.56 rounds into your scarred but reliable rifle. You don't want to shoot if you don't have to, and try one more time to get a response.",shoot up
apoc_seed3,0001200,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You feel a lot warmer, the light from the lantern glints against a piece of metal in the corner of the ruins. You pick it up to find a can of tinned tuna.",Eat the tuna.,look for more stuff,Check the expiration date on the tuna.
apoc_seed3,0001201,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You feel a lot warmer, the light from the lantern glints against a piece of metal in the corner of the ruins. You pick it up to find a can of tinned tuna.",Eat the tuna.,look for more stuff,Put your matches in the old tuna tin.
apoc_seed3,0001202,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You feel a lot warmer, the light from the lantern glints against a piece of metal in the corner of the ruins. You pick it up to find a can of tinned tuna.",Eat the tuna.,look for more stuff,You find some evaporated milk
apoc_seed3,0001203,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You feel a lot warmer, the light from the lantern glints against a piece of metal in the corner of the ruins. You pick it up to find a can of tinned tuna.",Eat the tuna.,look for more stuff,You find a torn piece of paper
apoc_seed3,0001210,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You feel a lot warmer, the light from the lantern glints against a piece of metal in the corner of the ruins. You pick it up to find a can of tinned tuna.",Put the can in the backpack.,Your stomach begins to grumble as you think about the tuna in your bag but you have no can opener.,look for a something sharp to cut the can open.
apoc_seed3,0001211,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"You feel a lot warmer, the light from the lantern glints against a piece of metal in the corner of the ruins. You pick it up to find a can of tinned tuna.",Put the can in the backpack.,Your stomach begins to grumble as you think about the tuna in your bag but you have no can opener.,Continue walking looking for more food.
apoc_seed3,0001300,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"The newcomer looks shocked to find you there, and runs back out, screaming for help.",Follow them and explain I am not a threat,right now everyone is afraid but they need help,Jump behind some bushes to determine if there is danger.
apoc_seed3,0001301,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"The newcomer looks shocked to find you there, and runs back out, screaming for help.",Follow them and explain I am not a threat,right now everyone is afraid but they need help,Throw hands in the area to signify that there is no threat.
apoc_seed3,0001310,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"The newcomer looks shocked to find you there, and runs back out, screaming for help.",Sit and wait,"Suddenly, six more newcomers arrive. They look angry.",Pull out the gun.
apoc_seed3,0001311,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,"The newcomer looks shocked to find you there, and runs back out, screaming for help.",Sit and wait,"Suddenly, six more newcomers arrive. They look angry.",Smile and pull up your open hands.
apoc_seed3,0002000,Long ago the bombs fell and the world ended. You are one of the few who is still alive. You are trying to survive by scavenging among the ruins of what is left behind. ,You open the kit and try to find bandages.  You find the bandages and open the package and begin wrapping it around your wound.,Eat some food to regain strength.,The food leaves you feeling more energized and the wounds do not hurt quite as much.,Search the area for firewood.
